CustomerID,Name,Gender,Age,AnnualIncome,SpendingScore,Membership,VisitsPerMonth,PreferredCategories,AvgTimeSpent,TransportationMode,DistanceFromMall,LastVisitDate,AvgSpendingPerVisit,City,PaymentMethod,FeedbackScore
2128,Agus Gunawan,Male,21.0,110000000.0,55.0,Bronze,8.0,Groceries,84.0,Car,16.9,2025-01-30,956339,Pontianak,Debit Card,5.0
2129,Hadi Susanto,Male,18.0,152000000.0,,Silver,7.0,"Groceries, Electronics, Food, Entertainment, Sports, Home, Jewelry, Books, Beauty",73.0,Car,3.9,2025-03-03,333318,Jakarta,nan,4.0
2130,Juwita Kusuma,Female,32.0,60000000.0,63.0,Gold,5.0,Entertainment,80.0,Taxi/Ride-sharing,18.6,2025-02-13,935936,Makassar,Credit Card,5.0
2131,Muhammad Pratama,Male,56.0,125000000.0,41.0,Silver,,Beauty,97.0,Car,4.1,2024-09-09,840143,Padang,Cash,4.0
2132,Eko Gunawan,Male,69.0,432000000.0,56.0,Silver,7.0,"Beauty, Food",82.0,Public Transport,27.5,2024-12-07,27198,Bandung,E-wallet,4.0
2133,Bintang Wijaya,Female,27.0,40000000.0,46.0,Silver,7.0,"Fashion, Books",74.0,Walking,24.1,2025-02-19,115167,Jakarta,Debit Card,4.0
2134,Firman Wibowo,Male,27.0,122000000.0,56.0,Bronze,2.0,,68.0,Motorcycle,8.9,2025-02-27,911103,Palembang,nan,4.0
2135,Muhammad Kusuma,Male,63.0,98000000.0,11.0,Bronze,3.0,"Jewelry, Electronics, Entertainment, Books, Home, Groceries, Beauty",51.0,Motorcycle,13.9,2025-02-06,700768,Balikpapan,Debit Card,3.0
2136,Rizki Sari,Male,22.0,197000000.0,52.0,Bronze,1.0,"Sports, Books, Groceries, Beauty",101.0,Motorcycle,18.5,2024-11-15,785866,Makassar,Cash,4.0
2137,Indah Hartono,Female,28.0,52000000.0,52.0,Bronze,6.0,"Home, Jewelry",41.0,Motorcycle,25.5,2025-02-25,758493,Jakarta,Debit Card,5.0
2138,Lestari Setiawan,Female,,,60.0,Silver,10.0,"Electronics, Food, Fashion, Beauty",52.0,Motorcycle,19.1,2025-01-15,742111,Jakarta,Debit Card,5.0
2139,Fitri Gunawan,Female,61.0,144000000.0,61.0,Bronze,10.0,Entertainment,116.0,Car,13.8,2025-02-12,577355,Medan,Cash,4.0
2140,Mawar Hermawan,Female,33.0,176000000.0,60.0,Bronze,8.0,"Home, Sports, Food, Jewelry, Groceries",39.0,Motorcycle,10.6,2024-12-16,586710,Surabaya,Credit Card,5.0
2141,Oktavia Hidayat,Female,61.0,193000000.0,22.0,Silver,1.0,Entertainment,46.0,Public Transport,5.2,2025-03-03,414476,Semarang,Cash,3.0
2142,Mawar Ramadhan,Female,57.0,101000000.0,30.0,Bronze,10.0,,62.0,Car,,2025-02-12,10000,Jakarta,Debit Card,5.0
2143,Nita Wibowo,Female,53.0,979000000.0,59.0,Bronze,1.0,Sports,96.0,Public Transport,4.7,2024-12-25,3097081,Jakarta,nan,5.0
2144,Eko Santoso,Male,60.0,128000000.0,46.0,Bronze,10.0,"Groceries, Books, Fashion, Sports, Food, Entertainment, Jewelry, Electronics, Home",69.0,Public Transport,14.9,2025-01-15,19751,Jakarta,Debit Card,
2145,Agus Wibowo,Male,65.0,180000000.0,38.0,Bronze,1.0,"Fashion, Home, Groceries, Sports, Food",70.0,Car,21.4,2024-12-03,231559,Jakarta,Debit Card,4.0
2146,Dewi Pratama,Female,37.0,149000000.0,63.0,Silver,8.0,Beauty,96.0,Car,20.7,2025-02-21,225289,Medan,Credit Card,5.0
2147,Yusuf Ramadhan,Male,52.0,149000000.0,60.0,Bronze,3.0,Groceries,125.0,Motorcycle,8.2,2025-01-17,565200,Jakarta,Debit Card,4.0
2148,Yusuf Suryanto,Male,37.0,184000000.0,38.0,Bronze,1.0,"Books, Electronics, Beauty",15.0,Public Transport,16.3,2025-02-18,440991,Semarang,Debit Card,3.0
2149,Fitri Sari,Female,38.0,90000000.0,38.0,Silver,6.0,"Jewelry, Fashion",93.0,Car,83.0,2025-01-01,187582,Yogyakarta,E-wallet,
2150,Oki Kusuma,Male,35.0,30000000.0,54.0,Bronze,1.0,,69.0,Public Transport,2.9,2025-02-23,789012,Jakarta,E-wallet,5.0
2151,Zaenal Wijaya,Male,67.0,81000000.0,22.0,Silver,6.0,"Electronics, Sports",77.0,Public Transport,21.1,2025-02-22,816987,Malang,Debit Card,4.0
2152,Firman Ramadhan,Male,58.0,175000000.0,68.0,Gold,1.0,,73.0,Public Transport,17.2,2025-02-08,401508,Yogyakarta,nan,5.0
2153,Surya Gunawan,Male,38.0,56000000.0,82.0,Bronze,10.0,"Books, Groceries, Home",78.0,Car,3.6,2025-02-01,496062,Medan,E-wallet,4.0
2154,Pandu Suryanto,Male,57.0,108000000.0,74.0,Bronze,10.0,"Home, Fashion",54.0,Motorcycle,10.4,2025-01-21,3096457,Malang,Cash,
2155,Bintang Hartono,Female,23.0,199000000.0,62.0,Bronze,6.0,Jewelry,123.0,Car,7.0,2025-01-10,795670,Jakarta,Debit Card,3.0
2156,Indah Setiawan,Female,54.0,43000000.0,57.0,Silver,3.0,"Sports, Home, Jewelry",84.0,Car,1.3,2025-01-25,10000,Surabaya,BNPL,3.0
2157,Ani Purnama,Female,39.0,150000000.0,31.0,Bronze,2.0,"Sports, Home, Fashion",109.0,Car,29.7,2025-03-01,752137,Jakarta,BNPL,4.0
2158,Yusuf Utama,Male,50.0,74000000.0,35.0,Bronze,2.0,"Home, Sports, Beauty, Jewelry",139.0,Public Transport,14.7,2025-02-06,667639,Surabaya,Credit Card,4.0
2159,Hesti Setiawan,Female,44.0,110000000.0,45.0,Silver,4.0,"Jewelry, Fashion, Home",99.0,Walking,13.7,2025-02-28,531960,Bandung,Debit Card,4.0
2160,Taufik Purnama,Male,26.0,88000000.0,34.0,Bronze,8.0,,87.0,Car,17.1,2025-02-24,118040,Medan,Credit Card,5.0
2161,Zaenal Gunawan,Male,42.0,134000000.0,46.0,Bronze,6.0,"Beauty, Electronics",203.0,Motorcycle,10.3,2025-02-26,10000,Jakarta,Cash,4.0
2162,Pandu Saputra,Male,37.0,33000000.0,61.0,Silver,2.0,"Electronics, Groceries",72.0,Car,9.9,2025-02-21,834768,Jakarta,E-wallet,5.0
2163,Surya Kusuma,Male,21.0,120000000.0,38.0,Bronze,9.0,Groceries,161.0,Public Transport,49.5,2024-11-23,509112,Surabaya,BNPL,1.0
2164,Mawar Santoso,Female,33.0,186000000.0,42.0,Silver,3.0,"Groceries, Sports, Home, Jewelry, Entertainment, Food",59.0,Motorcycle,15.3,2025-01-03,115940,Jakarta,Debit Card,5.0
2165,Sari Sari,Female,31.0,98000000.0,49.0,Silver,3.0,"Electronics, Jewelry, Home",93.0,Motorcycle,14.4,2025-01-20,352007,Yogyakarta,Cash,5.0
2166,Agus Wijaya,Male,30.0,171000000.0,63.0,Bronze,4.0,Entertainment,,Motorcycle,4.0,2024-12-14,1076189,Semarang,E-wallet,5.0
2167,Fitri Purnama,Female,55.0,192000000.0,57.0,Gold,2.0,"Groceries, Entertainment",102.0,Public Transport,24.8,2024-08-21,325386,Jakarta,Debit Card,5.0
2168,Surya Ramadhan,Male,29.0,32000000.0,53.0,Bronze,10.0,,209.0,Car,23.4,2025-01-30,427384,Jakarta,Cash,4.0
2169,Fitri Hartono,Female,59.0,64000000.0,60.0,Platinum,7.0,"Electronics, Jewelry, Beauty, Fashion",9.0,Motorcycle,12.3,2025-02-04,158896,Jakarta,Cash,5.0
2170,Putri Setiawan,Female,29.0,171000000.0,37.0,Bronze,5.0,"Electronics, Jewelry",116.0,Motorcycle,24.6,2024-07-18,477746,Semarang,Cash,3.0
2171,Joko Setiawan,Male,60.0,169000000.0,61.0,Bronze,2.0,"Jewelry, Books",85.0,Car,10.7,2024-12-05,269082,Manado,Debit Card,5.0
2172,Indah Susanto,Female,58.0,175000000.0,66.0,Bronze,4.0,"Groceries, Food, Fashion, Books, Sports, Electronics",70.0,Car,2.4,2024-12-03,1102159,Jakarta,Credit Card,4.0
2173,Taufik Saputra,Male,55.0,171000000.0,10.0,Bronze,1.0,"Books, Fashion, Entertainment",98.0,Taxi/Ride-sharing,29.3,2025-01-08,42138,Palembang,Cash,5.0
2174,Sari Hermawan,Female,65.0,191000000.0,23.0,Silver,2.0,"Sports, Groceries",18.0,Taxi/Ride-sharing,3.3,2025-01-20,495910,Balikpapan,BNPL,5.0
2175,Oki Saputra,Male,68.0,87000000.0,49.0,Silver,1.0,"Beauty, Fashion, Home, Jewelry",,Car,5.8,2025-01-15,487731,Jakarta,nan,5.0
2176,Dedi Suryanto,Male,47.0,136000000.0,67.0,Silver,9.0,"Entertainment, Electronics",68.0,Public Transport,23.8,2024-12-30,646435,Malang,Cash,4.0
2177,Oktavia Utama,Female,70.0,115000000.0,61.0,Bronze,4.0,Beauty,67.0,Motorcycle,13.8,2025-02-03,614993,Surabaya,Credit Card,2.0
2178,Oktavia Hartono,Female,54.0,170000000.0,43.0,Bronze,4.0,"Fashion, Food, Electronics, Home",65.0,Taxi/Ride-sharing,27.6,2024-12-02,473705,Pontianak,Debit Card,5.0
2179,Surya Suryanto,Male,62.0,63000000.0,52.0,Silver,9.0,"Entertainment, Sports, Groceries",102.0,Taxi/Ride-sharing,20.2,2024-10-11,309391,Bandung,Cash,4.0
2180,Kartika Gunawan,Female,42.0,35000000.0,49.0,Bronze,6.0,"Fashion, Electronics",61.0,Motorcycle,11.8,2025-01-12,77179,Jakarta,Cash,5.0
2181,Putri Wijaya,Female,34.0,105000000.0,43.0,Silver,7.0,"Home, Entertainment",108.0,Car,1.2,2025-02-03,90753,Solo,Credit Card,5.0
2182,Eko Hermawan,Male,49.0,128000000.0,55.0,Silver,5.0,Jewelry,71.0,Motorcycle,7.0,2024-12-22,10000,Jakarta,BNPL,5.0
2183,Pandu Susanto,Male,35.0,194000000.0,50.0,Bronze,8.0,"Books, Fashion",127.0,Public Transport,5.9,2025-02-19,800782,Balikpapan,nan,3.0
2184,Sari Putra,Female,56.0,65000000.0,60.0,Silver,5.0,Beauty,102.0,Walking,18.8,2024-08-08,942077,Jakarta,E-wallet,5.0
2185,Budi Hartono,Male,68.0,111000000.0,50.0,Silver,1.0,,,Motorcycle,12.2,2024-12-29,10000,Semarang,Debit Card,4.0
2186,Zaenal Sari,Male,31.0,88000000.0,59.0,Silver,5.0,Jewelry,70.0,Public Transport,8.4,2025-02-27,248137,Surabaya,Debit Card,3.0
2187,Lutfi Purnama,Male,19.0,138000000.0,82.0,Bronze,5.0,,63.0,Public Transport,13.3,2025-01-17,682982,Solo,Debit Card,3.0
2188,Sari Hakim,Female,44.0,154000000.0,62.0,Bronze,6.0,"Electronics, Beauty, Fashion, Sports, Home",100.0,Car,,2024-12-10,602933,Jakarta,Debit Card,4.0
2189,Oktavia Setiawan,Female,54.0,130000000.0,61.0,Bronze,5.0,Food,104.0,Motorcycle,22.7,2025-02-12,10000,Surabaya,Debit Card,5.0
2190,Nugroho Susanto,Male,42.0,195000000.0,32.0,Bronze,5.0,"Sports, Home, Food, Books, Electronics, Beauty, Groceries",60.0,Car,29.2,2025-02-28,396088,Medan,Debit Card,1.0
2191,Hesti Suryanto,Female,39.0,87000000.0,44.0,Bronze,1.0,"Food, Groceries, Jewelry, Sports",47.0,Public Transport,16.5,2025-01-22,670450,Solo,Cash,5.0
2192,Muhammad Putra,Male,,85000000.0,48.0,Silver,4.0,"Groceries, Sports",35.0,Motorcycle,0.53,2024-11-16,290566,Jakarta,Credit Card,3.0
2193,Wulan Sari,Female,50.0,103000000.0,43.0,Silver,6.0,"Home, Sports, Groceries",83.0,Walking,15.8,2025-02-14,1112536,Jakarta,nan,5.0
2194,Surya Kusuma,Male,,126000000.0,44.0,Bronze,9.0,Home,63.0,Taxi/Ride-sharing,14.7,2024-12-18,122781,Surabaya,Credit Card,4.0
2195,Rizki Gunawan,Male,49.0,145000000.0,70.0,Bronze,5.0,"Fashion, Food",5.0,Car,24.2,2025-01-31,706851,Jakarta,Credit Card,5.0
2196,Dewi Saputra,Female,64.0,422000000.0,26.0,Gold,2.0,"Entertainment, Beauty, Home, Electronics, Books, Groceries",117.0,Car,9.5,2025-02-28,131121,Palembang,Credit Card,5.0
2197,Budi Setiawan,Male,59.0,175000000.0,33.0,Bronze,9.0,"Home, Jewelry",144.0,Public Transport,12.0,2025-02-10,373997,Jakarta,Credit Card,5.0
2198,Lestari Nugraha,Female,44.0,49000000.0,66.0,Silver,4.0,"Food, Jewelry, Home, Beauty, Groceries, Books",241.0,Public Transport,25.7,2025-02-09,10000,Makassar,Cash,5.0
2199,Sari Purnama,Female,22.0,183000000.0,94.0,Platinum,2.0,"Groceries, Entertainment, Beauty, Electronics",58.0,Public Transport,25.5,2024-10-13,577923,Bandung,Credit Card,2.0
2200,Nugroho Gunawan,Male,20.0,78000000.0,48.0,Silver,1.0,"Beauty, Jewelry, Books",79.0,Car,5.7,2024-07-06,10000,Jakarta,Debit Card,4.0
2201,Agus Wibowo,Male,62.0,54000000.0,45.0,Platinum,4.0,"Home, Books, Sports, Electronics, Beauty",101.0,Public Transport,28.0,2025-02-17,1913089,Surabaya,Credit Card,4.0
2202,Putri Santoso,Female,59.0,91000000.0,63.0,Silver,0.0,"Electronics, Entertainment",106.0,Motorcycle,14.5,2025-01-29,467792,Palembang,Debit Card,5.0
2203,Pandu Gunawan,Male,59.0,16000000.0,33.0,Bronze,7.0,"Sports, Home, Fashion, Electronics, Entertainment, Groceries, Books, Jewelry",119.0,Car,16.1,2024-07-21,533937,Surabaya,Cash,5.0
2204,Kurniawan Sari,Male,26.0,181000000.0,39.0,Bronze,2.0,"Home, Groceries, Food, Fashion, Books",91.0,Car,18.3,2025-01-31,165766,Jakarta,Cash,4.0
2205,Iwan Hakim,Male,19.0,,63.0,Bronze,9.0,"Jewelry, Groceries",128.0,Taxi/Ride-sharing,0.49,2025-02-06,396377,Jakarta,E-wallet,4.0
2206,Eko Hermawan,Male,42.0,46000000.0,33.0,Bronze,2.0,"Home, Beauty",57.0,Motorcycle,13.2,2025-02-25,249290,Yogyakarta,E-wallet,5.0
2207,Iwan Suryanto,Male,29.0,73000000.0,30.0,Silver,3.0,"Books, Food",87.0,Walking,20.6,2024-12-10,797821,Jakarta,Debit Card,4.0
2208,Gita Setiawan,Female,46.0,143000000.0,49.0,Bronze,6.0,"Groceries, Food, Books",59.0,Public Transport,24.3,2025-01-27,158479,Padang,Cash,5.0
2209,Dewi Pratama,Female,69.0,93000000.0,60.0,Silver,3.0,"Fashion, Electronics, Entertainment, Jewelry, Home, Books, Sports, Food, Beauty",119.0,Car,5.8,2025-01-01,672326,Medan,Credit Card,5.0
2210,Agus Utama,Male,42.0,68000000.0,49.0,Bronze,3.0,"Beauty, Groceries, Jewelry",101.0,Motorcycle,13.3,2025-01-20,215263,Surabaya,E-wallet,4.0
2211,Eko Suryanto,Male,33.0,119000000.0,57.0,Bronze,7.0,Books,68.0,Car,11.9,2025-02-20,832817,Bandung,Cash,1.0
2212,Rizki Utama,Male,43.0,165000000.0,45.0,Platinum,2.0,"Jewelry, Food, Entertainment, Groceries, Books, Electronics",24.0,Motorcycle,11.0,2025-02-20,544332,Surabaya,E-wallet,2.0
2213,Ratna Santoso,Female,48.0,146000000.0,43.0,Bronze,7.0,"Electronics, Entertainment, Groceries",55.0,Motorcycle,17.9,2024-09-16,21048,Malang,Debit Card,5.0
2214,Surya Wijaya,Male,45.0,150000000.0,50.0,Silver,6.0,Home,62.0,Motorcycle,20.9,2024-10-22,478163,Surabaya,Debit Card,4.0
2215,Ratna Susanto,Female,52.0,135000000.0,49.0,Silver,2.0,Groceries,117.0,Motorcycle,4.8,2025-01-06,10000,Jakarta,Debit Card,5.0
2216,Sari Pratama,Female,25.0,53000000.0,50.0,Bronze,5.0,"Sports, Beauty, Electronics, Books, Food, Entertainment, Fashion, Jewelry",132.0,Car,20.3,2025-03-03,864388,Bandung,Credit Card,2.0
2217,Tuti Ramadhan,Female,33.0,127000000.0,46.0,Bronze,6.0,"Food, Home",106.0,Car,16.0,2025-01-28,472674,Medan,Credit Card,3.0
2218,Taufik Wibowo,Male,33.0,148000000.0,55.0,Bronze,9.0,"Fashion, Books",115.0,Motorcycle,13.5,2025-01-17,772033,Yogyakarta,Debit Card,4.0
2219,Tuti Wibowo,Female,46.0,536000000.0,20.0,Silver,,"Jewelry, Groceries, Food, Fashion, Beauty",117.0,nan,10.4,2025-01-27,396632,Padang,E-wallet,5.0
2220,Firman Gunawan,Male,34.0,67000000.0,65.0,Silver,1.0,"Books, Jewelry, Electronics, Groceries, Fashion, Food, Sports, Home, Beauty, Entertainment",129.0,Motorcycle,16.9,2024-09-29,441163,Surabaya,Cash,4.0
2221,Mawar Sari,Female,54.0,118000000.0,46.0,Bronze,4.0,Beauty,99.0,Public Transport,6.9,2025-03-01,1003085,Jakarta,Credit Card,5.0
2222,Zaenal Setiawan,Male,41.0,195000000.0,90.0,Silver,9.0,"Sports, Electronics, Books, Jewelry, Beauty, Fashion",119.0,Car,35.1,2024-12-30,513827,Surabaya,Credit Card,5.0
2223,Ratna Hermawan,Female,42.0,71000000.0,,Bronze,1.0,"Groceries, Books, Sports, Electronics, Food, Jewelry, Fashion",103.0,Motorcycle,4.4,2025-02-09,744180,Malang,Debit Card,4.0
2224,Pandu Sari,Male,58.0,159000000.0,89.0,Silver,7.0,"Groceries, Fashion, Beauty",88.0,Motorcycle,21.6,2025-01-13,396128,Solo,Cash,4.0
2225,Hesti Hidayat,Female,55.0,575000000.0,62.0,Gold,4.0,"Food, Home, Books",100.0,Public Transport,18.9,2024-12-29,429889,Solo,BNPL,3.0
2226,Oki Setiawan,Male,30.0,36000000.0,38.0,Gold,9.0,,72.0,Motorcycle,16.8,2025-01-28,850755,Jakarta,Debit Card,5.0
2227,Lutfi Suryanto,Male,31.0,70000000.0,46.0,Silver,4.0,"Electronics, Books, Fashion, Jewelry",95.0,Motorcycle,26.7,2025-02-22,388588,Surabaya,BNPL,3.0
2228,Firman Santoso,Male,65.0,47000000.0,36.0,Bronze,5.0,Jewelry,228.0,Public Transport,2.8,2025-01-19,639320,Jakarta,E-wallet,4.0
2229,Pandu Sari,Male,21.0,120000000.0,36.0,Platinum,4.0,,93.0,Car,1.0,2024-09-22,450018,Jakarta,Cash,2.0
2230,Ratna Nugraha,Female,53.0,194000000.0,40.0,Bronze,3.0,"Beauty, Food, Home, Jewelry",23.0,Car,19.0,2025-01-16,641989,Jakarta,Cash,4.0
2231,Sari Setiawan,Female,,125000000.0,55.0,Silver,2.0,,89.0,Car,14.9,2025-02-24,332476,Jakarta,E-wallet,5.0
2232,Wahyu Hakim,Male,42.0,77000000.0,25.0,Bronze,4.0,"Home, Books, Entertainment, Jewelry, Sports",27.0,Car,12.6,2024-11-19,357583,Jakarta,Debit Card,5.0
2233,Gita Hakim,Female,51.0,32000000.0,60.0,Platinum,5.0,"Books, Groceries, Jewelry, Food",96.0,Walking,13.6,2025-02-16,720132,Jakarta,Cash,5.0
2234,Zaenal Nugraha,Male,40.0,48000000.0,43.0,Silver,10.0,"Food, Sports",197.0,Motorcycle,15.3,2025-02-04,520731,Jakarta,BNPL,4.0
2235,Nugroho Santoso,Male,46.0,105000000.0,18.0,Silver,4.0,Food,69.0,Motorcycle,18.1,2025-01-29,367560,Jakarta,Debit Card,2.0
2236,Fitri Purnama,Female,46.0,435000000.0,31.0,Bronze,9.0,"Books, Entertainment",56.0,Taxi/Ride-sharing,8.7,2025-02-07,119678,Makassar,Credit Card,4.0
2237,Wahyu Setiawan,Male,40.0,150000000.0,45.0,Silver,8.0,Groceries,42.0,Taxi/Ride-sharing,3.7,2025-01-31,378336,Jakarta,Debit Card,5.0
2238,Eko Kusuma,Male,53.0,143000000.0,42.0,Silver,7.0,Electronics,140.0,Motorcycle,13.6,2024-11-28,609845,Makassar,E-wallet,4.0
2239,Sari Ramadhan,Female,61.0,91000000.0,54.0,Silver,2.0,"Electronics, Groceries",204.0,Taxi/Ride-sharing,10.5,2025-02-16,340542,Jakarta,Cash,4.0
2240,Yusuf Utama,Male,67.0,158000000.0,26.0,Bronze,10.0,"Electronics, Jewelry, Fashion, Books",76.0,Car,18.4,2025-01-24,133900,Palembang,Credit Card,4.0
2241,Pandu Putra,Male,47.0,46000000.0,64.0,Bronze,4.0,,126.0,Taxi/Ride-sharing,6.3,2025-03-02,3435558,Jakarta,Credit Card,5.0
2242,Lutfi Pratama,Male,58.0,175000000.0,48.0,Bronze,8.0,"Electronics, Groceries, Food, Books, Entertainment",18.0,Car,13.9,2025-01-20,50843,Jakarta,E-wallet,4.0
2243,Budi Purnama,Male,79.0,9000000.0,29.0,Bronze,9.0,"Jewelry, Electronics",,Motorcycle,9.2,2025-02-24,725499,Semarang,E-wallet,5.0
2244,Dewi Wijaya,Female,54.0,126000000.0,55.0,Bronze,18.0,,104.0,Car,14.1,2025-02-12,847142,Malang,Credit Card,5.0
2245,Mawar Santoso,Female,37.0,67000000.0,52.0,Bronze,3.0,Electronics,124.0,nan,62.9,2025-02-08,3484405,Jakarta,Debit Card,4.0
2246,Bintang Susanto,Female,29.0,143000000.0,80.0,Bronze,8.0,Electronics,50.0,Car,13.7,2025-02-26,177024,Jakarta,Credit Card,4.0
2247,Iwan Hidayat,Male,69.0,75000000.0,64.0,Bronze,8.0,,31.0,Motorcycle,16.5,2025-02-05,548162,Padang,Debit Card,5.0
2248,Hadi Nugraha,Male,43.0,1043000000.0,16.0,Bronze,2.0,"Beauty, Jewelry, Fashion, Books, Food, Entertainment",132.0,Motorcycle,14.1,2025-01-21,507371,Jakarta,nan,1.0
2249,Indah Santoso,Female,26.0,124000000.0,30.0,Gold,9.0,"Beauty, Food, Jewelry, Books, Entertainment",,Motorcycle,25.6,2025-01-29,1974715,Jakarta,Debit Card,2.0
2250,Agus Nugraha,Male,57.0,150000000.0,17.0,Bronze,0.0,"Food, Sports, Fashion",89.0,Public Transport,11.7,2025-02-12,248690,Padang,nan,4.0
2251,Iwan Putra,Male,34.0,38000000.0,55.0,Bronze,7.0,"Entertainment, Fashion",137.0,Public Transport,2.5,2025-02-11,758475,Palembang,Debit Card,3.0
2252,Agus Kusuma,Male,66.0,114000000.0,58.0,Bronze,1.0,Beauty,88.0,Public Transport,26.7,2025-01-02,320592,Jakarta,Cash,5.0
2253,Rizki Gunawan,Male,21.0,816000000.0,50.0,Silver,3.0,"Entertainment, Beauty",39.0,Car,13.3,2024-12-17,475325,Pontianak,E-wallet,3.0
2254,Wulan Putra,Female,54.0,47000000.0,50.0,Gold,8.0,Beauty,122.0,Motorcycle,,2025-01-11,52792,Bandung,Cash,3.0
2255,Hesti Putra,Female,51.0,30000000.0,24.0,Bronze,2.0,"Beauty, Groceries",32.0,Motorcycle,8.3,2024-07-22,525438,Jakarta,Debit Card,3.0
2256,Mawar Saputra,Female,38.0,10000000.0,62.0,Bronze,10.0,"Jewelry, Sports, Home, Entertainment, Books, Groceries",95.0,Walking,22.6,2024-09-11,789242,Makassar,Debit Card,5.0
2257,Taufik Nugraha,Male,31.0,105000000.0,48.0,Platinum,5.0,"Sports, Books",,Motorcycle,28.5,2025-02-25,850841,Bandung,E-wallet,3.0
2258,Bintang Hermawan,Female,32.0,195000000.0,85.0,Bronze,4.0,"Fashion, Sports, Entertainment",35.0,Car,10.6,2025-02-13,259630,Bandung,Credit Card,5.0
2259,Mawar Pratama,Female,48.0,50000000.0,48.0,Bronze,4.0,Fashion,47.0,Motorcycle,5.7,2024-11-02,251017,Manado,E-wallet,5.0
2260,Muhammad Putra,Male,41.0,153000000.0,89.0,Bronze,1.0,Books,47.0,Motorcycle,1.7,2025-03-02,211485,Jakarta,BNPL,4.0
2261,Agus Wijaya,Male,35.0,54000000.0,88.0,Bronze,8.0,,82.0,Car,17.5,2025-01-09,273251,Semarang,Cash,3.0
2262,Indah Hakim,Female,55.0,73000000.0,24.0,Platinum,3.0,"Electronics, Food, Fashion, Books, Home, Entertainment, Groceries",86.0,Public Transport,1.9,2024-08-30,606721,Surabaya,E-wallet,4.0
2263,Wulan Suryanto,Female,44.0,,30.0,Bronze,2.0,"Jewelry, Electronics, Sports, Books, Groceries, Beauty",73.0,Car,15.3,2024-12-25,541428,Jakarta,Credit Card,4.0
2264,Hesti Kusuma,Female,66.0,127000000.0,38.0,Gold,1.0,"Books, Food, Sports, Home",127.0,Motorcycle,2.2,2025-02-26,459323,Semarang,Cash,4.0
2265,Tuti Putra,Female,63.0,176000000.0,51.0,Platinum,8.0,"Entertainment, Beauty, Jewelry",51.0,Motorcycle,12.6,2024-12-11,223193,Semarang,nan,5.0
2266,Zaenal Hakim,Male,65.0,,53.0,Bronze,10.0,"Fashion, Books, Home",103.0,Car,8.0,2025-02-03,243537,Denpasar,Credit Card,1.0
2267,Gita Nugraha,Female,47.0,73000000.0,59.0,Bronze,,"Books, Home, Food, Entertainment",86.0,Taxi/Ride-sharing,8.3,2024-10-02,863211,Balikpapan,Debit Card,3.0
2268,Oktavia Wibowo,Female,53.0,175000000.0,88.0,Bronze,5.0,"Groceries, Jewelry, Home, Beauty",215.0,Car,21.5,2025-02-11,266612,Bandung,Debit Card,4.0
2269,Dedi Wibowo,Male,35.0,137000000.0,50.0,Bronze,9.0,,73.0,Car,11.5,2025-01-24,643443,Jakarta,Credit Card,5.0
2270,Fitri Purnama,Female,62.0,180000000.0,51.0,Bronze,8.0,"Home, Groceries",91.0,Taxi/Ride-sharing,20.7,2024-12-11,1131923,Bandung,Debit Card,5.0
2271,Eko Hermawan,Male,53.0,124000000.0,83.0,Silver,3.0,"Fashion, Home, Groceries",119.0,Car,23.0,2025-02-14,814942,Jakarta,Cash,5.0
2272,Agus Pratama,Male,45.0,114000000.0,39.0,Bronze,7.0,Beauty,27.0,Car,56.6,2025-02-19,192609,Jakarta,Credit Card,4.0
2273,Kurniawan Putra,Male,29.0,171000000.0,20.0,Gold,5.0,Home,63.0,Car,0.15,2025-03-03,475371,Bandung,BNPL,5.0
2274,Indah Santoso,Female,30.0,153000000.0,42.0,Bronze,9.0,"Sports, Books",24.0,Motorcycle,2.6,2025-01-22,107768,Semarang,nan,4.0
2275,Fitri Utama,Female,33.0,98000000.0,36.0,Silver,23.0,Food,195.0,Motorcycle,28.3,2024-09-26,865799,Bandung,Debit Card,4.0
2276,Kurniawan Wijaya,Male,18.0,878000000.0,45.0,Gold,1.0,"Sports, Entertainment",67.0,Motorcycle,16.4,2025-02-12,53515,Pontianak,Cash,4.0
2277,Kartika Suryanto,Female,39.0,80000000.0,32.0,Bronze,8.0,"Beauty, Food",111.0,Car,,2025-03-01,408378,Jakarta,Credit Card,4.0
2278,Erni Susanto,Female,61.0,,87.0,Bronze,10.0,"Home, Jewelry, Groceries, Beauty, Books, Fashion, Food, Sports",73.0,Car,22.8,2025-01-04,10000,Jakarta,E-wallet,4.0
2279,Firman Setiawan,Male,49.0,110000000.0,81.0,Bronze,1.0,Food,100.0,Motorcycle,4.1,2025-02-28,102309,Semarang,Cash,2.0
2280,Zaenal Susanto,Male,65.0,71000000.0,13.0,Bronze,5.0,"Groceries, Beauty, Food, Home, Electronics",38.0,Car,7.2,2025-01-20,648219,Medan,Cash,4.0
2281,Wulan Nugraha,Female,24.0,53000000.0,45.0,Bronze,7.0,"Fashion, Sports, Groceries, Food",106.0,Motorcycle,15.0,2025-02-03,1303221,Jakarta,E-wallet,5.0
2282,Surya Utama,Male,40.0,87000000.0,43.0,Bronze,1.0,"Jewelry, Home, Electronics, Sports, Food",94.0,Motorcycle,15.7,2025-01-24,1239526,Jakarta,Credit Card,5.0
